StormID,Time,Start,End,Ini_Lat,Ini_Lon,Ini_Time,,Lat_2,Lon_2,Time_2,,Lat_3,Lon_3,Time_3,,Distance1,Distance2,,Total Distance KM,Total Distance m,,Time1,Time2,TotalTime(S),,ObservedMotion(m/s),,,,Distance1_U,,Distance2_U,TotalD_U_dist,TotalU_Vector,,,Distance1_V,,Distance2_V,TotalD_V_dist,TotalV_Vector,,,TotalU_Vector,TotalV_Vector,,U**2,V**2,Mag,,AngleRad,AngleDeg
138,2,xxx,xxx,37.85582,-95.46478,1:47,1/0/1900 1:47,37.90283,-95.377,1:58,1/0/1900 1:58,37.93553,-95.29636,2:03,1/0/1900 2:03,9.320063986,7.965537038,,17.28560102,17285.60102,,660,300,960,,18.0058344,,,138,7.725003497,138,7.092144899,14.8171484,15.43452958,,138,5.217837076,138,3.629534794,8.84737187,9.216012365,,,15.43452958,9.216012365,,238.2247034,84.93488391,17.97664004,,0.538287034,30.84157521
142,2,1:54,2:13,36.70969,-95.30145,1:54,1/0/1900 1:54,36.7357,-95.2514,2:01,1/0/1900 2:01,36.813,-95.13981,2:13,1/0/1900 2:13,5.321892523,13.14646027,,18.46835279,18468.35279,,420,720,1140,,16.20030946,,,142,4.471913905,142,9.967085175,14.43899908,12.66578867,,142,2.886393491,142,8.578245224,11.46463872,10.05670063,,,12.66578867,10.05670063,,160.4222026,101.1372276,16.17279908,,0.671074803,38.44975392
143,2,1:27,2:52,36.96469,-96.02177,1:47,1/0/1900 1:47,37.04699,-95.90165,2:01,1/0/1900 2:01,37.12486,-95.78306,2:13,1/0/1900 2:13,14.06141237,13.63302393,,27.6944363,27694.4363,,840,720,1560,,17.75284378,,,143,10.69702338,143,10.54939416,21.24641754,13.61949842,,143,9.133468968,143,8.64195446,17.77542343,11.3945022,,,13.61949842,11.3945022,,185.4907372,129.8346804,17.75740459,,0.696681616,39.91691623
143,3,xxx,xxx,37.19973,-95.66422,2:26,1/0/1900 2:26,37.29316,-95.52528,2:39,1/0/1900 2:39,null,null,null,null,16.10834355,0,,16.10834355,16108.34355,,780,#VALUE!,780,,20.6517225,,,143,12.33485733,,0,12.33485733,15.81391965,,143,10.3690732,,0,10.3690732,13.29368359,,,15.81391965,13.29368359,,250.0800547,176.7220234,20.65918871,,0.699030131,40.05147624
145,2,1:47,3:04,37.15085,-95.693,1:47,1/0/1900 1:47,37.21558,-95.54697,2:01,1/0/1900 2:01,37.27866,-95.38083,2:13,1/0/1900 2:13,14.82407462,16.31839558,,31.1424702,31142.4702,,840,720,1560,,19.96312192,,,145,12.97264986,145,14.74654215,27.71919201,17.76871283,,145,7.18380526,145,7.000762195,14.18456746,9.092671446,,,17.76871283,9.092671446,,315.7271556,82.67667402,19.96005585,,0.472982519,27.09990215
145,3,xxx,xxx,37.34808,-95.04087,2:45,1/0/1900 2:45,37.43495,-94.88466,2:58,1/0/1900 2:58,37.43201,-94.87202,3:04,1/0/1900 3:04,16.86128484,1.165304328,,18.02658917,18026.58917,,780,360,1140,,15.81279752,,,145,13.840873,145,1.118666487,14.95953949,13.12240306,,145,9.641266474,145,0.326298206,9.96756468,8.743477789,,,13.12240306,8.743477789,,172.1974621,76.44840385,15.76850868,,0.587749803,33.67558313
146,2,1:54,2:13,37.23574,-94.48451,1:54,1/0/1900 1:54,37.28354,-94.42912,2:01,1/0/1900 2:01,37.37402,-94.2813,2:13,1/0/1900 2:13,7.230873604,16.50666053,,23.73753413,23737.53413,,420,720,1140,,20.82239836,,,146,4.915093705,146,13.10868596,18.02377967,15.81033304,,146,5.304964207,146,10.04181554,15.34677975,13.4620875,,,15.81033304,13.4620875,,249.9666308,181.2277999,20.76522166,,0.705349174,40.41353078
149,1,1:06,3:04,37.11637,-96.24277,1:06,1/0/1900 1:06,37.14373,-96.15443,1:13,1/0/1900 1:13,null,null,null,null,8.416674297,0,,8.416674297,8416.674297,,420,#VALUE!,420,,20.03970071,,,149,7.851291297,,0,7.851291297,18.69355071,,149,3.036415022,,0,3.036415022,7.229559576,,,18.69355071,7.229559576,,349.4488381,52.26653166,20.04283837,,0.369024074,21.14352197
149,2,xxx,xxx,37.27864,-95.76364,1:47,1/0/1900 1:47,37.37069,-95.69157,2:01,1/0/1900 2:01,37.43686,-95.5451,2:13,1/0/1900 2:13,12.04866524,14.9033173,,26.95198254,26951.98254,,840,720,1560,,17.27691188,,,149,6.391586515,149,12.97397496,19.36556148,12.41382146,,149,10.216053,149,7.343892351,17.55994535,11.25637523,,,12.41382146,11.25637523,,154.1029632,126.7059833,16.757355,,0.736538196,42.20053011
149,3,xxx,xxx,37.55265,-95.18444,2:45,1/0/1900 2:45,37.6037,-95.00827,2:58,1/0/1900 2:58,37.64218,-94.94267,3:04,1/0/1900 3:04,16.56104314,7.1957041,,23.75674724,23756.74724,,780,360,1140,,20.83925196,,,149,15.56696389,149,5.792677552,21.35964144,18.73652758,,149,5.665963424,149,4.270870332,9.936833756,8.716520839,,,18.73652758,8.716520839,,351.0574658,75.97773554,20.66483006,,0.435434749,24.94857337
151,2,1:54,2:07,37.43956,-94.94935,1:54,1/0/1900 1:54,37.4809,-94.87881,2:01,1/0/1900 2:01,37.52056,-94.78425,2:07,1/0/1900 2:07,7.745926598,9.449277546,,17.19520414,17195.20414,,420,360,780,,22.04513351,,,151,6.242554755,151,8.363638975,14.60619373,18.7258894,,151,4.588173139,151,4.401746423,8.989919562,11.5255379,,,18.7258894,11.5255379,,350.6589338,132.8380239,21.98856425,,0.551729102,31.61174898
156,2,1:13,2:07,37.49227,-94.71509,1:47,1/0/1900 1:47,37.57464,-94.62068,2:01,1/0/1900 2:01,37.60297,-94.51548,2:07,1/0/1900 2:07,12.37772725,9.808948182,,22.18667543,22186.67543,,840,360,1200,,18.48889619,,,156,8.349106341,156,9.293088895,17.64219524,14.70182936,,156,9.142054134,156,3.144310158,12.28636429,10.23863691,,,14.70182936,10.23863691,,216.1437865,104.8296858,17.91573254,,0.608318729,34.85409574
157,2,2:07,5:30,36.25962,-96.09086,2:07,1/0/1900 2:07,36.31406,-96.04732,2:13,1/0/1900 2:13,null,null,null,null,7.196664162,0,,7.196664162,7196.664162,,360,#VALUE!,360,,19.99073378,,,157,3.912819341,,0,3.912819341,10.86894261,,157,6.040897951,,0,6.040897951,16.78027209,,,10.86894261,16.78027209,,118.1339135,281.5775314,19.99278482,,0.996024548,57.06800292
157,3,xxx,xxx,36.523,-95.86803,2:45,1/0/1900 2:45,36.5491,-95.75545,2:58,1/0/1900 2:58,36.60527,-95.62492,3:18,1/0/1900 3:18,10.48927508,13.24152747,,23.73080255,23730.80255,,780,1200,1980,,11.98525381,,,157,10.08318171,157,11.68693776,21.77011947,10.99500983,,157,2.896290068,157,6.233170042,9.12946011,4.610838439,,,10.99500983,4.610838439,,120.8902412,21.25983111,11.92267052,,0.397081601,22.75109983
157,4,xxx,xxx,36.71832,-95.49895,3:46,1/0/1900 3:46,36.74697,-95.40255,4:00,1/0/1900 4:00,36.75582,-95.32407,4:14,1/0/1900 4:14,9.178892566,7.076792172,,16.25568474,16255.68474,,840,840,1680,,9.676002821,,,157,8.61227323,157,7.008715055,15.62098829,9.298207313,,157,3.179366093,157,0.982110952,4.161477045,2.47706967,,,9.298207313,2.47706967,,86.45665924,6.13587415,9.62250141,,0.260356148,14.91730846
157,5,xxx,xxx,36.82518,-95.09049,4:45,1/0/1900 4:45,36.86065,-94.98701,4:58,1/0/1900 4:58,36.94055,-94.81787,5:17,1/0/1900 5:17,10.03415145,17.4893914,,27.52354285,27523.54285,,780,1140,1920,,14.33517857,,,157,9.231971723,157,15.08286196,24.31483368,12.66397588,,157,3.93627263,157,8.866964847,12.80323748,6.668352853,,,12.66397588,6.668352853,,160.3762851,44.46692977,14.31234484,,0.484669747,27.76953095
158,3,2:39,3:04,37.05123,-95.52103,2:45,1/0/1900 2:45,37.11894,-95.39558,2:58,1/0/1900 2:58,37.17957,-95.26412,3:04,1/0/1900 3:04,13.44913597,13.47830748,,26.92744345,26927.44345,,780,360,1140,,23.62056443,,,158,11.1590174,158,11.6832219,22.8422393,20.03705202,,158,7.514404178,158,6.72874418,14.24314836,12.49398979,,,20.03705202,12.49398979,,401.4834537,156.0997809,23.61320043,,0.557551843,31.94536744
159,3,2:13,4:14,37.25135,-95.39399,2:45,1/0/1900 2:45,37.27308,-95.231,2:58,1/0/1900 2:58,37.29179,-95.05754,3:18,1/0/1900 3:18,14.65779515,15.52218574,,30.17998089,30179.98089,,780,1200,1980,,15.24241459,,,159,14.46011606,159,15.38457071,29.84468677,15.07307413,,159,2.411651098,159,2.076490867,4.488141965,2.266738366,,,15.07307413,2.266738366,,227.1975637,5.13810282,15.24256102,,0.149264775,8.552241637
159,4,xxx,xxx,37.39411,-94.68908,3:46,1/0/1900 3:46,37.48061,-94.50022,4:00,1/0/1900 4:00,37.56345,-94.33365,4:14,1/0/1900 4:14,19.27490231,17.35943233,,36.63433464,36634.33464,,840,840,1680,,21.80615157,,,159,16.72358056,159,14.73283212,31.45641268,18.72405517,,159,9.600276658,159,9.194200506,18.79447716,11.18718879,,,18.72405517,11.18718879,,350.590242,125.153193,21.81154362,,0.53856215,30.85733817
200,22,22:03,22:10,36.5391,-95.19966,22:03,1/0/1900 22:03,36.57145,-95.179,22:10,1/0/1900 22:10,null,null,null,null,4.038344998,0,,4.038344998,4038.344998,,420,#VALUE!,420,,9.615107138,,,200,1.850021084,,0,1.850021084,4.404812105,,200,3.589857719,,0,3.589857719,8.547280283,,,4.404812105,8.547280283,,19.40236968,73.05600024,9.615527542,,1.094946924,62.73583755
12a,0,23:42,23:53,33.8219,-99.29974,23:42,1/0/1900 23:42,33.84968,-99.24323,23:53,1/0/1900 23:53,null,null,null,null,6.070812682,0,,6.070812682,6070.812682,,660,#VALUE!,660,,9.198201033,,,12a,5.231534424,,0,5.231534424,7.926567309,,12a,3.081341585,,0,3.081341585,4.668699371,,,7.926567309,4.668699371,,62.8304693,21.79675382,9.199305578,,0.532287432,30.49782337
130a,1,0:36,1:40,37.68443,-95.17875,0:43,1/0/1900 0:43,37.81514,-95.06668,0:57,1/0/1900 0:57,37.91525,-94.9613,1:13,1/0/1900 1:13,17.5506132,14.47240941,,32.02302261,32023.02261,,840,960,1800,,17.79056812,,,130a,9.885413984,130a,9.278970177,19.16438416,10.64688009,,130a,14.50773129,130a,11.11160206,25.61933335,14.23296297,,,10.64688009,14.23296297,,113.3560557,202.5772349,17.77451239,,0.928548345,53.20190122
134a,1,1:06,1:34,37.1167,-95.24197,1:06,1/0/1900 1:06,37.1632,-95.17416,1:13,1/0/1900 1:13,null,null,null,null,7.932832611,0,,7.932832611,7932.832611,,420,#VALUE!,420,,18.88769669,,,134a,6.02664433,,0,6.02664433,14.34915317,,134a,5.160582417,,0,5.160582417,12.28710099,,,14.34915317,12.28710099,,205.8981967,150.9728507,18.89103087,,0.708137016,40.57326234
138a,1,0:23,1:34,37.31469,-95.59115,0:43,1/0/1900 0:43,37.42606,-95.55274,0:57,1/0/1900 0:57,37.54094,-95.43494,1:13,1/0/1900 1:13,12.8200581,16.46565881,,29.28571691,29285.71691,,840,960,1800,,16.26984273,,,138a,3.404796889,138a,10.42677914,13.83157603,7.684208905,,138a,12.36035455,138a,12.75015509,25.11050964,13.95028313,,,7.684208905,13.95028313,,59.0470665,194.6103994,15.92662757,,1.067317508,61.15278863
139a,1,0:57,1:47,37.64496,-95.33043,0:57,1/0/1900 0:57,37.73804,-95.2007,1:13,1/0/1900 1:13,null,null,null,null,15.41592308,0,,15.41592308,15415.92308,,960,#VALUE!,960,,16.05825321,,,139a,11.44921904,,0,11.44921904,11.92626983,,139a,10.33100943,,0,10.33100943,10.76146816,,,11.92626983,10.76146816,,142.2359121,115.809197,16.06378253,,0.734102619,42.0609818
146b,2,2:07,6:28,37.45763,-94.38673,2:07,1/0/1900 2:07,37.50917,-94.33158,2:13,1/0/1900 2:13,null,null,null,null,7.517559033,0,,7.517559033,7517.559033,,360,#VALUE!,360,,20.88210843,,,146b,4.879417339,,0,4.879417339,13.55393705,,146b,5.720255761,,0,5.720255761,15.88959934,,,13.55393705,15.88959934,,183.7092096,252.4793672,20.88512812,,0.86455922,49.53559447
146b,3,xxx,xxx,37.53805,-94.02985,2:45,1/0/1900 2:45,37.61131,-93.87711,3:00,1/0/1900 3:00,37.62267,-93.69577,3:14,1/0/1900 3:14,15.75324094,16.05958741,,31.81282835,31812.82835,,900,840,1740,,18.28323468,,,146b,13.4992445,146b,16.0112346,29.5104791,16.96004546,,146b,8.131013401,146b,1.260837784,9.391851185,5.397615624,,,16.96004546,5.397615624,,287.643142,29.13425442,17.79824139,,0.308119039,17.6539205
146b,4,xxx,xxx,37.69308,-93.35104,3:48,1/0/1900 3:48,37.73602,-93.19658,4:02,1/0/1900 4:02,37.77534,-93.1033,4:18,1/0/1900 4:18,14.42885885,9.306802929,,23.73566178,23735.66178,,840,960,1800,,13.18647877,,,146b,13.62294663,146b,8.222293196,21.84523983,12.13624435,,146b,4.765957062,146b,4.364199874,9.130156936,5.072309409,,,12.13624435,5.072309409,,147.2884269,25.72832274,13.15358315,,0.395881733,22.6823525
146b,5,xxx,xxx,37.91484,-92.92062,4:44,1/0/1900 4:44,37.99495,-92.7674,5:03,1/0/1900 5:03,38.06583,-92.66091,5:15,1/0/1900 5:15,16.13679834,12.21919266,,28.355991,28355.991,,1140,720,1860,,15.24515645,,,146b,13.47323575,146b,9.353919629,22.82715538,12.27266418,,146b,8.891859384,146b,7.867471034,16.75933042,9.010392698,,,12.27266418,9.010392698,,150.6182861,81.18717657,15.22515887,,0.633301738,36.28551674
146b,6,xxx,xxx,38.12634,-92.34636,5:47,1/0/1900 5:47,38.15611,-92.17175,6:00,1/0/1900 6:00,38.17928,-92.03141,6:14,1/0/1900 6:14,15.65958334,12.56432504,,28.22390839,28223.90839,,780,840,1620,,17.42216567,,,146b,15.3100753,146b,12.30023045,27.61030575,17.04339861,,146b,3.304444718,146b,2.571861945,5.876306663,3.627349792,,,17.04339861,3.627349792,,290.4774362,13.15766651,17.42512848,,0.209701297,12.0149993
1a,20,19:11,20:19,34.36426,-98.60789,19:47,1/0/1900 19:47,34.40576,-98.55546,19:58,1/0/1900 19:58,34.4873,-98.45917,20:13,1/0/1900 20:13,6.666507661,12.65385996,,19.32036762,19320.36762,,660,900,1560,,12.38485104,,,1a,4.822961175,1a,8.853210713,13.67617189,8.766776851,,1a,4.603568408,1a,9.045271094,13.6488395,8.749256091,,,8.766776851,8.749256091,,76.85637636,76.54948215,12.38571187,,0.784397894,44.94268878
1b,20,19:37,21:53,34.261,-98.68137,19:47,1/0/1900 19:47,34.31401,-98.62376,19:58,1/0/1900 19:58,34.41139,-98.52234,20:13,1/0/1900 20:13,7.91915879,14.27344573,,22.19260452,22192.60452,,660,900,1560,,14.22602854,,,1b,5.305954365,1b,9.335047171,14.64100154,9.385257395,,1b,5.880271529,1b,10.80226156,16.68253309,10.69393147,,,9.385257395,10.69393147,,88.08305637,114.3601703,14.22825452,,0.850481757,48.72901521
1b,21,xxx,xxx,34.56979,-98.28764,20:46,1/0/1900 20:46,34.62288,-98.22374,20:57,1/0/1900 20:57,34.7116,-98.13599,21:15,1/0/1900 21:15,8.30941788,12.71039676,,21.01981464,21019.81464,,660,1080,1740,,12.08035324,,,1b,5.863679843,1b,8.047114901,13.91079474,7.994709623,,1b,5.889443727,1b,9.84210837,15.7315521,9.041121895,,,7.994709623,9.041121895,,63.91538196,81.74188512,12.06885525,,0.846745285,48.51493116
1b,22,xxx,xxx,34.86509,-98.01813,21:48,1/0/1900 21:48,34.91236,-97.96281,21:53,1/0/1900 21:53,null,null,null,null,7.285076016,0,,7.285076016,7285.076016,,300,#VALUE!,300,,24.28358672,,,1b,5.058336125,,0,5.058336125,16.86112042,,1b,5.244064712,,0,5.244064712,17.48021571,,,16.86112042,17.48021571,,284.2973818,305.5579413,24.28693729,,0.80342391,46.03279922
1c,21,20:40,21:03,34.48796,-98.5369,20:46,1/0/1900 20:46,34.56966,-98.47465,20:57,1/0/1900 20:57,null,null,null,null,10.71459629,0,,10.71459629,10714.59629,,660,#VALUE!,660,,16.2342368,,,1c,5.717860539,,0,5.717860539,8.663425059,,1c,9.063142224,,0,9.063142224,13.73203367,,,8.663425059,13.73203367,,75.05493375,188.5687487,16.23649231,,1.00797155,57.75251569
1d,19,19:05,19:58,34.27695,-98.73127,19:05,1/0/1900 19:05,34.34871,-98.69103,19:16,1/0/1900 19:16,null,null,null,null,8.779718679,0,,8.779718679,8779.718679,,660,#VALUE!,660,,13.30260406,,,1d,3.705455584,,0,3.705455584,5.614326642,,1d,7.960196802,,0,7.960196802,12.06090425,,,5.614326642,12.06090425,,31.52066364,145.4654113,13.30361135,,1.135129279,65.03811691
1d,20,xxx,xxx,34.54878,-98.56546,19:47,1/0/1900 19:47,34.61773,-98.50701,19:58,1/0/1900 19:58,null,null,null,null,9.341475327,0,,9.341475327,9341.475327,,660,#VALUE!,660,,14.1537505,,,1d,5.364918188,,0,5.364918188,8.128663921,,1d,7.648827897,,0,7.648827897,11.58913318,,,8.128663921,11.58913318,,66.07517714,134.3080079,14.15567678,,0.959128728,54.95402811
35a,20,19:39,20:09,34.74332,-96.92831,19:45,1/0/1900 19:45,34.88086,-96.81038,20:02,1/0/1900 20:02,34.9225,-96.80138,20:09,1/0/1900 20:09,18.68804668,4.692155487,,23.38020216,23380.20216,,1020,420,1440,,16.2362515,,,35a,10.79912314,35a,0.822782602,11.62190574,8.070767876,,35a,15.25829397,35a,4.619490605,19.87778458,13.80401707,,,8.070767876,13.80401707,,65.13729411,190.5508873,15.9902527,,1.041726599,59.68653752
37a,20,20:02,21:03,35.22804,-97.22879,20:02,1/0/1900 20:02,35.31707,-97.14421,20:16,1/0/1900 20:16,null,null,null,null,12.52137471,0,,12.52137471,12521.37471,,840,#VALUE!,840,,14.90639846,,,37a,7.699671024,,0,7.699671024,9.166275029,,37a,9.877484462,,0,9.877484462,11.75891007,,,9.166275029,11.75891007,,84.02059791,138.271966,14.909479,,0.908670152,52.06296466
37a,21,xxx,xxx,35.58548,-96.98298,20:56,1/0/1900 20:56,35.62899,-96.96756,21:03,1/0/1900 21:03,null,null,null,null,5.025632298,0,,5.025632298,5025.632298,,420,#VALUE!,420,,11.96579119,,,37a,1.397563455,,0,1.397563455,3.327532036,,37a,4.82751006,,0,4.82751006,11.49407157,,,3.327532036,11.49407157,,11.07246945,132.1136813,11.96604156,,1.289000314,73.85427777
3a,21,20:24,20:57,35.04122,-98.4355,20:46,1/0/1900 20:46,35.1507,-98.41721,20:57,1/0/1900 20:57,35.22693,-98.386,21:09,1/0/1900 21:09,12.2599248,8.922183775,,21.18210857,21182.10857,,660,720,1380,,15.34935404,,,3a,1.668822888,3a,2.843870339,4.512693227,3.270067556,,3a,12.1459666,3a,8.457263877,20.60323048,14.92987716,,,3.270067556,14.92987716,,10.69334182,222.901232,15.28380103,,1.355172927,77.64568925
41a,23,23:02,23:44,36.28491,-97.42922,23:02,1/0/1900 23:02,36.36215,-97.35532,23:13,1/0/1900 23:13,null,null,null,null,10.83948575,0,,10.83948575,10839.48575,,660,#VALUE!,660,,16.42346326,,,41a,6.63904704,,0,6.63904704,10.05916218,,41a,8.570937322,,0,8.570937322,12.98626867,,,10.05916218,12.98626867,,101.1867438,168.643174,16.42650047,,0.911736283,52.23864104
4a,20,20:03,20:29,33.98403,-99.01173,20:03,1/0/1900 20:03,34.04988,-98.9387,20:13,1/0/1900 20:13,null,null,null,null,9.942546567,0,,9.942546567,9942.546567,,600,#VALUE!,600,,16.57091095,,,4a,6.74812312,,0,6.74812312,11.24687187,,4a,7.304259289,,0,7.304259289,12.17376548,,,11.24687187,12.17376548,,126.4921269,148.200566,16.5738557,,0.824953455,47.26635128
4b,21,20:19,21:26,34.29962,-98.87404,20:46,1/0/1900 20:46,34.40063,-98.85011,20:57,1/0/1900 20:57,34.52837,-98.79675,21:15,1/0/1900 21:15,11.41916411,14.99444749,,26.41361161,26413.61161,,660,1080,1740,,15.18023656,,,4b,2.202975717,4b,4.906388716,7.109364433,4.085841628,,4b,11.20491061,4b,14.17030087,25.37521148,14.58345487,,,4.085841628,14.58345487,,16.69410181,212.6771559,15.14500768,,1.297630303,74.34873971
4ba,21,20:46,21:03,34.34731,-98.6496,20:46,1/0/1900 20:46,34.454,-98.58581,20:57,1/0/1900 20:57,34.50948,-98.56041,21:03,1/0/1900 21:03,13.20879449,6.581898249,,19.79069274,19790.69274,,660,360,1020,,19.40263994,,,4ba,5.869132742,4ba,2.334016071,8.203148813,8.042302758,,4ba,11.83508366,4ba,6.154458376,17.98954204,17.63680592,,,8.042302758,17.63680592,,64.67863365,311.0569231,19.38389942,,1.142967805,65.48723134
4c,22,21:26,22:03,34.79947,-98.72835,21:48,1/0/1900 21:48,34.89512,-98.6606,22:03,1/0/1900 22:03,null,null,null,null,12.28783646,0,,12.28783646,12287.83646,,900,#VALUE!,900,,13.65315162,,,4c,6.199823945,,0,6.199823945,6.888693272,,4c,10.61119877,,0,10.61119877,11.79022086,,,6.888693272,11.79022086,,47.454095,139.0093079,13.6551603,,1.04202198,59.7034616
5a,21,20:52,21:26,33.4754,-99.24889,20:52,1/0/1900 20:52,33.54202,-99.18179,20:57,1/0/1900 20:57,33.60456,-99.15484,21:15,1/0/1900 21:15,9.667829055,7.374093148,,17.0419222,17041.9222,,300,1080,1380,,12.34921899,,,5a,6.236865633,5a,2.503051927,8.73991756,6.333273594,,5a,7.389060298,5a,6.936605499,14.3256658,10.38091724,,,6.333273594,10.38091724,,40.11035442,107.7634427,12.16033705,,1.022992141,58.61313217
5b,21,20:57,21:03,33.69658,-99.08875,20:57,1/0/1900 20:57,33.72149,-99.06067,21:03,1/0/1900 21:03,null,null,null,null,3.795965683,0,,3.795965683,3795.965683,,360,#VALUE!,360,,10.54434912,,,5b,2.603351889,,0,2.603351889,7.231533025,,5b,2.762945996,,0,2.762945996,7.674849989,,,7.231533025,7.674849989,,52.29506989,58.90332235,10.54506483,,0.815129476,46.70347873
60b,1,1:06,1:41,36.36926,-95.9251,1:06,1/0/1900 1:06,36.4126,-95.88416,1:13,1/0/1900 1:13,null,null,null,null,6.05145107,0,,6.05145107,6051.45107,,420,#VALUE!,420,,14.40821683,,,60b,3.674016285,,0,3.674016285,8.747657821,,60b,4.809277874,,0,4.809277874,11.4506616,,,8.747657821,11.4506616,,76.52151735,131.1176511,14.40969009,,0.918430977,52.62221874
6a,0,xxx,xxx,35.95306,-95.44923,23:44,1/0/1900 23:44,36.03541,-95.36202,23:58,1/0/1900 23:58,36.17791,-95.32085,0:16,1/0/1900 0:16,12.0553622,16.24067472,,28.29603691,28296.03691,,840,1080,1920,,14.73751922,,,6a,7.867832114,6a,3.710378835,11.57821095,6.030318203,,6a,9.13746491,6a,15.81193955,24.94940446,12.99448149,,,6.030318203,12.99448149,,36.36473763,168.8565492,14.32554665,,1.136305539,65.1055116
6a,20,19:45,0:36,34.50632,-97.06303,19:45,1/0/1900 19:45,34.64515,-96.97345,20:02,1/0/1900 20:02,34.73592,-96.95353,20:16,1/0/1900 20:16,17.45698035,10.23365709,,27.69063744,27690.63744,,1020,840,1860,,14.88743948,,,6a,8.226404363,6a,1.826275766,10.05268013,5.404666736,,6a,15.40080446,6a,10.06956264,25.4703671,13.69374575,,,5.404666736,13.69374575,,29.21042253,187.5186727,14.72172188,,1.194883342,68.46177252
6a,21,xxx,xxx,34.94691,-96.79983,20:42,1/0/1900 20:42,35.04313,-96.71783,20:56,1/0/1900 20:56,35.18785,-96.5944,21:16,1/0/1900 21:16,13.03803998,19.60578869,,32.64382867,32643.82867,,840,1200,2040,,16.0018768,,,6a,7.49046136,6a,11.26178252,18.75224388,9.192276412,,6a,10.67469331,6a,16.05562625,26.73031956,13.10309782,,,9.192276412,13.10309782,,84.49794563,171.6911725,16.00590885,,0.959041176,54.94901175
6a,22,xxx,xxx,35.34392,-96.42105,21:47,1/0/1900 21:47,35.40224,-96.33779,21:59,1/0/1900 21:59,35.4854,-96.21274,22:18,1/0/1900 22:18,9.955451393,14.62984949,,24.58530088,24585.30088,,720,1140,1860,,13.2179037,,,6a,7.568713864,6a,11.35943991,18.92815377,10.17642676,,6a,6.470453672,6a,9.226495926,15.6969496,8.439220214,,,10.17642676,8.439220214,,103.5596616,71.22043782,13.22044248,,0.692347953,39.66861564
6a,23,xxx,xxx,35.60825,-96.02921,22:43,1/0/1900 22:43,35.66576,-95.89704,22:58,1/0/1900 22:58,35.7678,-95.74654,23:13,1/0/1900 23:13,13.5656769,17.70962527,,31.27530217,31275.30217,,900,900,1800,,17.37516787,,,6a,11.97559271,6a,13.62666218,25.60225489,14.22347494,,6a,6.380865969,6a,11.3217216,17.70258757,9.834770872,,,14.22347494,9.834770872,,202.3072394,96.7227181,17.29248269,,0.604962211,34.66178145
8a,23,22:25,23:23,34.79574,-97.2378,22:43,1/0/1900 22:43,34.89675,-97.19395,22:58,1/0/1900 22:58,35.01556,-97.05128,23:13,1/0/1900 23:13,11.90185922,18.53482557,,30.43668479,30436.68479,,900,900,1800,,16.90926933,,,8a,4.012908152,8a,13.0404208,17.05332895,9.47407164,,8a,11.20582334,8a,13.18075431,24.38657765,13.54809869,,,9.47407164,13.54809869,,89.75803344,183.5509781,16.53206011,,0.960545955,55.03522927
